Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides AGE	Peptides FPS	Razor + unique peptides AGE	Razor + unique peptides FPS	Unique peptides AGE	Unique peptides FPS	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Q-value	Score	Identification type AGE	Identification type FPS	Reporter intensity corrected 1 AGE	Reporter intensity corrected 2 AGE	Reporter intensity corrected 3 AGE	Reporter intensity corrected 4 AGE	Reporter intensity corrected 5 AGE	Reporter intensity corrected 6 AGE	Reporter intensity corrected 7 AGE	Reporter intensity corrected 8 AGE	Reporter intensity corrected 9 AGE	Reporter intensity corrected 10 AGE	Reporter intensity corrected 11 AGE	Reporter intensity corrected 1 FPS	Reporter intensity corrected 2 FPS	Reporter intensity corrected 3 FPS	Reporter intensity corrected 4 FPS	Reporter intensity corrected 5 FPS	Reporter intensity corrected 6 FPS	Reporter intensity corrected 7 FPS	Reporter intensity corrected 8 FPS	Reporter intensity corrected 9 FPS	Reporter intensity corrected 10 FPS	Reporter intensity corrected 11 FPS	Reporter intensity 1 AGE	Reporter intensity 2 AGE	Reporter intensity 3 AGE	Reporter intensity 4 AGE	Reporter intensity 5 AGE	Reporter intensity 6 AGE	Reporter intensity 7 AGE	Reporter intensity 8 AGE	Reporter intensity 9 AGE	Reporter intensity 10 AGE	Reporter intensity 11 AGE	Reporter intensity 1 FPS	Reporter intensity 2 FPS	Reporter intensity 3 FPS	Reporter intensity 4 FPS	Reporter intensity 5 FPS	Reporter intensity 6 FPS	Reporter intensity 7 FPS	Reporter intensity 8 FPS	Reporter intensity 9 FPS	Reporter intensity 10 FPS	Reporter intensity 11 FPS	Reporter intensity count 1 AGE	Reporter intensity count 2 AGE	Reporter intensity count 3 AGE	Reporter intensity count 4 AGE	Reporter intensity count 5 AGE	Reporter intensity count 6 AGE	Reporter intensity count 7 AGE	Reporter intensity count 8 AGE	Reporter intensity count 9 AGE	Reporter intensity count 10 AGE	Reporter intensity count 11 AGE	Reporter intensity count 1 FPS	Reporter intensity count 2 FPS	Reporter intensity count 3 FPS	Reporter intensity count 4 FPS	Reporter intensity count 5 FPS	Reporter intensity count 6 FPS	Reporter intensity count 7 FPS	Reporter intensity count 8 FPS	Reporter intensity count 9 FPS	Reporter intensity count 10 FPS	Reporter intensity count 11 FPS	Sequence coverage AGE [%]	Sequence coverage FPS [%]	Intensity	Intensity AGE	Intensity FPS	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Q5XII9	Q5XII9	2	2	2	Mitochondrial fission regulator 1-like	Mtfr1l	sp|Q5XII9|MFR1L_RAT Mitochondrial fission regulator 1-like OS=Rattus norvegicus OX=10116 GN=Mtfr1l PE=1 SV=1	1	2	2	2	2	1	2	1	2	1	8.7	8.7	8.7	31.73	289	289	2.33		2	1						0	4.4901	By MS/MS	By matching	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7	4.5	58906000	35350000	23555000	2				1499	2247;12613	True;True	2318;13045	11922;11923;65545	12717;68681	12717;68681			-1
Q5XIJ6	Q5XIJ6	2	2	2	BRISC and BRCA1-A complex member 1	Babam1	sp|Q5XIJ6|BABA1_RAT BRISC and BRCA1-A complex member 1 OS=Rattus norvegicus OX=10116 GN=Babam1 PE=1 SV=1	1	2	2	2	1	2	1	2	1	2	11.1	11.1	11.1	36.878	334	334	3.33		2				1			0	31.79	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	11.1	726840000	209870000	516970000	4				1500	11856;14242	True;True	12270;14725	61355;74878;74879	64240;78726;78727;78728	64240;78728			-1
Q5XIK2	Q5XIK2	2	2	2	Thioredoxin-related transmembrane protein 2	Tmx2	sp|Q5XIK2|TMX2_RAT Thioredoxin-related transmembrane protein 2 OS=Rattus norvegicus OX=10116 GN=Tmx2 PE=2 SV=1	1	2	2	2	2	1	2	1	2	1	8.1	8.1	8.1	33.865	295	295	2.33	2				1				0.0018536	1.4811	By MS/MS	By MS/MS	6641000	9267700	0	25412	9223600	6796600	9304400	9782300	8326800	9485600	9344600	6964100	7646800	32163	7388500	39427	4688500	5542000	5694600	5176800	7512300	5325400	6183100	8613200	539260	779980	8843000	6573300	9403300	9786400	8550000	9276300	8982900	6484500	7134300	510370	7515400	178090	4965500	5322500	5793500	5287800	7262000	5132600	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.1	2.7	1376000000	1009500000	366430000	3				1501	9167;12082	True;True	9506;12505	48582;62846;62847	50917;65875;65876	50917;65875			-1
Q5XIK7	Q5XIK7	1	1	1	Katanin p60 ATPase-containing subunit A-like 1	Katnal1	sp|Q5XIK7|KATL1_RAT Katanin p60 ATPase-containing subunit A-like 1 OS=Rattus norvegicus OX=10116 GN=Katnal1 PE=1 SV=1	1	1	1	1	1	0	1	0	1	0	3.3	3.3	3.3	55.2	488	488	2		1							0.0085663	0.99914	By MS/MS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	42867000	42867000	0	1				1502	2842	True	2930	14920	15896	15896			-1
Q5XIM5	Q5XIM5	9	9	9	Protein CDV3 homolog	Cdv3	sp|Q5XIM5|CDV3_RAT Protein CDV3 homolog OS=Rattus norvegicus OX=10116 GN=Cdv3 PE=1 SV=1	1	9	9	9	8	8	8	8	8	8	55.1	55.1	55.1	24.31	236	236	4.62	12	5	2		4	10	13	4	0	323.31	By MS/MS	By MS/MS	99325000	102740000	794070	98448	87607000	92841000	100100000	90793000	110260000	101980000	98538000	101210000	91506000	317010	90221000	732960	107490000	99647000	105420000	112490000	122880000	98146000	92487000	95479000	8681600	6925300	84355000	88694000	101200000	92750000	111310000	99139000	95418000	94231000	85380000	6806100	92389000	3035300	108390000	96299000	107810000	113370000	119290000	95122000	6	6	4	2	6	6	6	6	6	6	6	6	6	3	6	2	6	6	6	6	6	6	52.1	55.1	52687000000	26342000000	26344000000	57				1503	66;67;2169;2205;9957;10724;10935;11692;12419	True;True;True;True;True;True;True;True;True	67;68;2239;2275;10310;11107;11325;12098;12099;12848	313;314;315;316;317;318;319;320;321;322;323;11553;11705;52040;52041;52042;52043;52044;52045;52046;55643;55644;55645;56683;56684;56685;56686;56687;56688;60530;60531;60532;60533;60534;60535;60536;64589;64590;64591;64592;64593;64594;64595;64596;64597;64598;64599;64600;64601;64602	326;327;328;329;330;331;332;333;334;335;336;337;338;12341;12492;54524;54525;54526;54527;54528;54529;54530;58259;59338;59339;59340;59341;59342;63382;63383;63384;63385;63386;63387;63388;67682;67683;67684;67685;67686;67687;67688;67689;67690;67691;67692;67693;67694;67695;67696;67697;67698;67699;67700;67701;67702;67703	327;334;12341;12492;54524;58259;59340;63386;67700	423	187	-1
Q5XIM7	Q5XIM7	12	12	12	Lysine--tRNA ligase	Kars	sp|Q5XIM7|SYK_RAT Lysine--tRNA ligase OS=Rattus norvegicus OX=10116 GN=Kars1 PE=1 SV=1	1	12	12	12	11	10	11	10	11	10	20.3	20.3	20.3	71.622	626	626	3.84	5	6	4	13	9	6	1		0	103.17	By MS/MS	By MS/MS	34687000	40706000	78740	171780	40371000	36844000	40877000	41409000	41840000	43220000	42561000	28715000	27751000	157250	26664000	153960	29848000	26662000	28020000	29487000	36253000	27183000	32297000	37829000	2912100	3126500	38720000	35345000	41466000	41925000	42548000	42137000	41035000	26737000	25891000	2013200	27326000	799360	30170000	25744000	28828000	29792000	35067000	26294000	5	5	3	2	5	5	5	5	5	5	5	4	4	2	4	2	4	4	4	4	4	4	20.1	17.4	26148000000	14151000000	11998000000	44				1504	2791;2862;3705;3816;5752;6104;6284;7500;9616;10031;10574;13771	True;True;True;True;True;True;True;True;True;True;True;True	2877;2950;3820;3935;5928;6299;6482;7728;9967;10387;10947;14243	14616;14617;14992;14993;19648;19649;19650;19651;20235;20236;20237;30845;30846;30847;30848;30849;30850;32743;32744;32745;32746;32747;32748;33649;39880;39881;39882;39883;39884;39885;50505;52371;52372;52373;52374;54834;54835;54836;54837;54838;54839;54840;54841;72430	15569;15570;15970;15971;20916;20917;20918;20919;20920;20921;21527;21528;32641;32642;32643;32644;34576;34577;34578;34579;34580;34581;35539;41963;41964;41965;41966;41967;41968;41969;52917;54867;54868;54869;54870;54871;57405;57406;57407;57408;57409;57410;57411;76133	15569;15971;20917;21527;32641;34576;35539;41965;52917;54868;57410;76133			-1
Q5XIM9	Q5XIM9	21	21	21	T-complex protein 1 subunit beta	Cct2	sp|Q5XIM9|TCPB_RAT T-complex protein 1 subunit beta OS=Rattus norvegicus OX=10116 GN=Cct2 PE=1 SV=3	1	21	21	21	19	20	19	20	19	20	52.1	52.1	52.1	57.458	535	535	4.31	13	19	22	12	14	16	13	13	0	323.31	By MS/MS	By MS/MS	9837300	12937000	147630	144200	14367000	33150000	42356000	41895000	39876000	59342000	59362000	40214000	44488000	174530	35631000	120460	25264000	35985000	34733000	40177000	82030000	65659000	9160500	12023000	1014800	1143300	13872000	31927000	41423000	42120000	40741000	57238000	56661000	37444000	41479000	2935100	36625000	266980	26590000	34756000	35008000	40430000	78166000	62321000	3	3	2	1	3	9	9	9	9	13	13	3	3	3	3	2	8	9	8	9	12	12	45	48.6	101410000000	59343000000	42067000000	122				1505	1015;1489;2126;2398;3636;4555;4956;5799;6360;6598;7058;7059;7171;7773;8205;8548;9843;10301;10983;12789;13704	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1049;1543;2195;2472;3751;4692;5109;5975;6559;6803;7271;7272;7389;8005;8491;8492;8866;10196;10666;11373;13230;14175	5510;5511;5512;5513;5514;5515;5516;5517;5518;5519;5520;5521;7911;7912;7913;7914;11335;12684;19303;19304;19305;19306;19307;19308;19309;19310;23963;23964;23965;23966;23967;23968;26286;26287;26288;26289;31102;31103;34046;34047;35152;35153;35154;35155;35156;35157;35158;35159;35160;35161;35162;35163;35164;35165;35166;37692;37693;37694;37695;37696;37697;37698;37699;37700;37701;38220;38221;38222;38223;38224;38225;38226;38227;38228;38229;38230;38231;41089;41090;43343;43344;43345;43346;43347;45146;45147;45148;45149;51514;51515;51516;51517;51518;53504;53505;56928;56929;56930;56931;56932;56933;56934;56935;66725;66726;72170;72171;72172;72173;72174;72175;72176;72177;72178;72179;72180;72181;72182;72183;72184;72185;72186	5872;5873;5874;5875;5876;5877;5878;5879;5880;5881;5882;5883;8353;8354;8355;12094;13522;20548;20549;20550;20551;20552;20553;20554;20555;20556;25389;25390;25391;25392;25393;25394;27786;27787;27788;32910;32911;35970;37200;37201;37202;37203;37204;37205;37206;37207;37208;37209;37210;37211;37212;37213;37214;37215;37216;37217;39719;39720;39721;39722;39723;39724;39725;39726;39727;39728;39729;39730;40252;40253;40254;40255;40256;40257;40258;40259;40260;40261;40262;40263;40264;43190;43191;45510;45511;45512;45513;45514;47360;47361;47362;47363;53934;53935;53936;53937;56041;56042;59590;59591;59592;59593;59594;59595;70051;75866;75867;75868;75869;75870;75871;75872;75873;75874;75875;75876;75877;75878;75879;75880;75881;75882	5883;8355;12094;13522;20555;25390;27788;32910;35970;37213;39727;39730;40257;43190;45512;47362;53937;56042;59591;70051;75872	424	445	-1
Q5XIN6	Q5XIN6	12	12	12	LETM1 and EF-hand domain-containing protein 1, mitochondrial	Letm1	sp|Q5XIN6|LETM1_RAT Mitochondrial proton/calcium exchanger protein OS=Rattus norvegicus OX=10116 GN=Letm1 PE=1 SV=1	1	12	12	12	12	11	12	11	12	11	24.5	24.5	24.5	83.059	739	739	4.62	4	12	8	6	6	7	10	8	0	159.88	By MS/MS	By MS/MS	5070500	6585100	157490	0	5863900	5250100	5869400	5759100	5976800	6363100	6151400	0	0	0	0	0	0	0	0	0	0	0	4722300	6119900	578270	519960	5632200	5034500	5956600	5847800	6081900	6189700	5928600	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	24.5	21.7	10721000000	3877300000	6843300000	49				1506	2227;2228;2229;2279;6343;6742;6811;6960;7204;7207;7298;11446	True;True;True;True;True;True;True;True;True;True;True;True	2298;2299;2300;2353;6542;6952;7022;7172;7423;7426;7520;11846	11819;11820;11821;11822;11823;11824;11825;11826;11827;11828;12097;12098;12099;12100;12101;12102;12103;12104;12105;12106;33961;33962;33963;33964;33965;33966;36046;36047;36048;36049;36414;36415;36416;36417;36418;36419;36420;37141;38332;38333;38334;38335;38336;38371;38372;38373;38374;38375;38376;38377;38378;38379;38839;38840;38841;59254;59255;59256;59257;59258;59259	12606;12607;12608;12609;12610;12611;12612;12613;12614;12906;12907;12908;12909;12910;12911;35881;35882;35883;35884;35885;35886;35887;38125;38464;38465;38466;38467;38468;39165;40366;40367;40368;40369;40408;40409;40410;40411;40412;40413;40414;40415;40905;40906;40907;62048;62049;62050;62051;62052	12607;12611;12612;12908;35882;38125;38465;39165;40368;40410;40905;62052			-1
Q5XIP1	Q5XIP1	4	4	4	Protein pelota homolog	Pelo	sp|Q5XIP1|PELO_RAT Protein pelota homolog OS=Rattus norvegicus OX=10116 GN=Pelo PE=1 SV=1	1	4	4	4	4	2	4	2	4	2	9.6	9.6	9.6	43.407	385	385	4.38	1	1	2	1			2	1	0	3.3476	By MS/MS	By MS/MS	3848900	3306400	59329	0	2866600	3072700	3951800	3752200	3800700	3796100	3604300	0	0	0	0	0	0	0	0	0	0	0	3584100	3072700	360630	224270	2779500	2952400	3947000	3782000	3866200	3705700	3483000	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	9.6	4.9	1078200000	746810000	331420000	6				1507	636;3538;4627;5018	True;True;True;True	659;3650;4767;5172	3524;18820;18821;24335;24336;26650;26651;26652	3846;20025;20026;25784;28211;28212	3846;20025;25784;28211			-1
Q5XIP6	Q5XIP6	5	5	5	Flap endonuclease 1	Fen1	sp|Q5XIP6|FEN1_RAT Flap endonuclease 1 OS=Rattus norvegicus OX=10116 GN=Fen1 PE=2 SV=1	1	5	5	5	5	4	5	4	5	4	16.3	16.3	16.3	42.608	380	380	3.52	3	6	5	2	1		1	3	0	27.801	By MS/MS	By MS/MS	8530200	5592600	75076	0	4956200	7089200	6713900	5644300	8162100	7029500	6542600	0	0	0	0	0	0	0	0	0	0	0	7943000	5197400	727120	444470	4801000	6748500	6763100	5853100	8182700	6808300	6361500	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	16.3	13.4	4619200000	2613200000	2006000000	20				1508	7149;9338;9618;14175;14615	True;True;True;True;True	7366;9682;9969;14658;15107	38115;38116;49290;49291;50529;50530;50531;50532;50533;50534;50535;50536;74540;74541;74542;74543;74544;76919;76920;76921;76922	40141;40142;51643;51644;52949;52950;52951;52952;52953;52954;52955;52956;78368;78369;78370;78371;80866;80867;80868;80869	40142;51644;52951;78368;80866			-1
Q5XIP9	Q5XIP9	10	10	10	Transmembrane protein 43	Tmem43	sp|Q5XIP9|TMM43_RAT Transmembrane protein 43 OS=Rattus norvegicus OX=10116 GN=Tmem43 PE=2 SV=1	1	10	10	10	10	10	10	10	10	10	39.8	39.8	39.8	44.774	400	400	4.23	4	4	8	7	5	4	4	3	0	161.12	By MS/MS	By MS/MS	20690000	20859000	230630	90586	19530000	19127000	20000000	19914000	20330000	19022000	20200000	12885000	12621000	84873	13702000	132900	13330000	12587000	13745000	14335000	19453000	14680000	19266000	19386000	1914000	1810500	18752000	18326000	20273000	20181000	20663000	18615000	19490000	11998000	11780000	954760	13897000	444750	13612000	12170000	14125000	14519000	18763000	14150000	5	5	5	3	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	39.8	39.8	16857000000	9127300000	7729300000	40				1509	1819;3690;6825;7362;8821;10725;11697;13768;13880;14586	True;True;True;True;True;True;True;True;True;True	1877;3805;7036;7585;9150;11108;12105;14240;14354;15075	9745;9746;9747;9748;19584;19585;19586;19587;36494;36495;36496;36497;36498;36499;36500;36501;39123;39124;46780;46781;55646;55647;55648;55649;55650;60552;60553;60554;72420;72421;72422;72986;72987;72988;72989;72990;72991;76668;76669	10315;10316;20854;20855;20856;38535;38536;38537;38538;38539;38540;38541;38542;38543;41181;49024;49025;58260;58261;58262;58263;58264;58265;63409;63410;76120;76121;76122;76123;76124;76737;76738;76739;76740;76741;76742;76743;76744;80565;80566	10316;20855;38541;41181;49025;58262;63410;76122;76742;80565			-1
Q5XIQ5	Q5XIQ5	1	1	1	Protein SDA1 homolog	Sdad1	sp|Q5XIQ5|SDA1_RAT Protein SDA1 homolog OS=Rattus norvegicus OX=10116 GN=Sdad1 PE=1 SV=1	1	1	1	1	1	0	1	0	1	0	1.6	1.6	1.6	79.632	686	686	8								1	0.0023137	1.4291	By MS/MS		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	0	73910000	73910000	0	1				1510	12310	True	12737	64059	67130	67130			-1
Q5XIS7	Q5XIS7	1	1	1	Ubiquitin-associated protein 1	Ubap1	sp|Q5XIS7|UBAP1_RAT Ubiquitin-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Ubap1 PE=2 SV=1	1	1	1	1	0	1	0	1	0	1	4.2	4.2	4.2	55.139	502	502	4				1					0	5.8208		By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	70525000	0	70525000	1				1511	8569	True	8887	45303	47525	47525			-1
Q5XIT1	Q5XIT1	2	1	1	Microtubule-associated protein RP/EB family member 3	Mapre3	sp|Q5XIT1|MARE3_RAT Microtubule-associated protein RP/EB family member 3 OS=Rattus norvegicus OX=10116 GN=Mapre3 PE=1 SV=1	1	2	1	1	2	2	1	1	1	1	8.9	5.7	5.7	31.966	281	281	4				2					0	17.272	By matching	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9	8.9	533740000	128130000	405600000	1				1512	1196;3090	True;False	1241;3184	6428;6429;16265;16266;16267;16268;16269;16270;16271;16272;16273	6787;17296;17297;17298;17299;17300;17301;17302;17303	6787;17296			-1
Q5XIT9	Q5XIT9	2	2	2	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	Mccc2	sp|Q5XIT9|MCCB_RAT Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mccc2 PE=2 SV=1	1	2	2	2	2	1	2	1	2	1	5.2	5.2	5.2	61.516	563	563	2	1	3	1						0	12.256	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	2.3	397130000	190260000	206860000	5				1513	7478;8026	True;True	7706;8270	39727;42359;42360;42361;42362	41805;44510;44511;44512;44513	41805;44512			-1
Q5XIU5	Q5XIU5	3	3	3	Proteasome inhibitor PI31 subunit	Psmf1	sp|Q5XIU5|PSMF1_RAT Proteasome inhibitor PI31 subunit OS=Rattus norvegicus OX=10116 GN=Psmf1 PE=1 SV=1	1	3	3	3	3	2	3	2	3	2	16.6	16.6	16.6	29.854	271	271	4.83				2	3	1			0	28.83	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	3287800	3483400	0	3753800	52628	3757200	3638600	3918300	3467900	5504700	4066500	0	0	0	0	0	0	0	0	0	0	0	3061100	3251400	201630	3810400	138950	3831000	3498000	4023300	3556700	5310800	3904300	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	16.6	11.8	1635600000	908830000	726820000	4				1514	1882;10613;10757	True;True;True	1945;10988;11141	10132;10133;10134;55064;55065;55804	10758;57643;57644;58422	10758;57643;58422			-1
Q5XIU9	Q5XIU9	4	3	3	Membrane-associated progesterone receptor component 2	Pgrmc2	sp|Q5XIU9|PGRC2_RAT Membrane-associated progesterone receptor component 2 OS=Rattus norvegicus OX=10116 GN=Pgrmc2 PE=1 SV=1	1	4	3	3	4	4	3	3	3	3	23.5	19.4	19.4	23.403	217	217	3.31	2	2	3	4		2			0	259.48	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5	23.5	5039300000	2209900000	2829400000	14				1515	1481;4179;4186;10055	True;False;True;True	1535;4307;4314;10412	7882;7883;7884;7885;7886;22094;22095;22096;22127;22128;22129;22130;22131;22132;52474;52475	8322;8323;8324;8325;8326;8327;8328;23493;23494;23495;23530;23531;23532;23533;23534;23535;54990	8322;23493;23535;54990			-1
Q5XIW8	Q5XIW8	10	10	10	U4/U6.U5 tri-snRNP-associated protein 1	Sart1	sp|Q5XIW8|SNUT1_RAT U4/U6.U5 tri-snRNP-associated protein 1 OS=Rattus norvegicus OX=10116 GN=Sart1 PE=1 SV=1	1	10	10	10	8	8	8	8	8	8	17.4	17.4	17.4	91.01	806	806	2.95	6	6	1		4	3			0	80.8	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	8061400	9332700	103730	9441300	24922	4822900	5892900	6515100	6698600	10117000	7642700	0	0	0	0	0	0	0	0	0	0	0	7506800	8708800	652470	9555000	79410	5236200	5695600	6646500	6813000	9732100	7343400	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	2	2	2	2	2	2	14	14	2739100000	1114500000	1624700000	18				1516	163;1028;2080;2750;4253;4775;6328;8252;11032;12204	True;True;True;True;True;True;True;True;True;True	165;1062;2146;2836;4381;4918;6526;8554;11423;12627	952;953;954;5568;11052;11053;11054;14447;14448;14449;22494;25235;33878;33879;43617;43618;57250;57251;63511;63512	1054;1055;1056;1057;5931;11751;11752;15404;15405;15406;23895;26719;35794;35795;45797;59921;66597;66598	1057;5931;11752;15405;23895;26719;35794;45797;59921;66598			-1
Q60587	Q60587	5	5	5	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	Hadhb	sp|Q60587|ECHB_RAT Trifunctional enzyme subunit beta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Hadhb PE=1 SV=1	1	5	5	5	5	4	5	4	5	4	18.1	18.1	18.1	51.414	475	475	6.37					5	6	4	4	0	69.252	By MS/MS	By MS/MS	19361000	19664000	0	175440	20451000	19812000	29146000	31536000	24892000	26051000	25908000	61664000	57771000	147410	52507000	336510	32673000	33669000	38781000	38409000	67184000	36990000	18025000	18276000	1365100	1849100	19811000	19235000	28977000	31308000	25545000	25668000	24961000	57416000	53887000	4272500	53641000	1169600	34084000	32556000	39388000	38817000	64446000	35727000	1	1	0	1	1	1	1	1	1	1	1	3	3	2	3	2	2	2	2	2	3	2	18.1	12.6	10807000000	3842000000	6965100000	18				1517	1627;1930;5901;7425;8603	True;True;True;True;True	1684;1995;6087;7650;8922	8713;8714;8715;10355;10356;10357;10358;31610;31611;31612;31613;31614;31615;31616;31617;39409;45505;45506;45507	9226;9227;10982;10983;10984;10985;10986;33426;33427;33428;33429;33430;41472;41473;47725;47726;47727;47728	9227;10983;33426;41472;47726			-1
Q60GF7	Q60GF7	1	1	1	Phosphatidylinositol-glycan biosynthesis class X protein	Pigx	sp|Q60GF7|PIGX_RAT Phosphatidylinositol-glycan biosynthesis class X protein OS=Rattus norvegicus OX=10116 GN=Pigx PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	7.1	7.1	7.1	28.423	252	252	8								2	0	4.9552	By MS/MS	By matching	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1	7.1	79343000	39509000	39834000	1				1518	9413	True	9760	49674;49675	52070	52070			-1
Q62599;Q62599-2	Q62599	4;1	4;1	4;1	Metastasis-associated protein MTA1	Mta1	sp|Q62599|MTA1_RAT Metastasis-associated protein MTA1 OS=Rattus norvegicus OX=10116 GN=Mta1 PE=1 SV=1	2	4	4	4	4	3	4	3	4	3	7.1	7.1	7.1	79.411	703	703;251	6.78					2	1	3	3	0	69.185	By MS/MS	By MS/MS	3491700	3350000	23585	50355	3096000	3329000	3363500	3198800	3471600	3880100	3256500	3166100	2756300	102430	3207300	398.47	3927000	3426400	3867800	3777800	4772700	3574400	3251300	3113600	305930	333460	2976800	3186200	3401100	3279300	3519400	3761500	3148100	2948700	2573600	313620	3250900	92715	3954900	3307300	3962600	3820700	4624000	3454400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7.1	5.4	859520000	522790000	336730000	6				1519	7493;9551;13231;14617	True;True;True;True	7721;9902;13680;15109	39848;50225;50226;69415;69416;69417;76931;76932;76933	41927;52620;52621;72884;72885;80878	41927;52620;72885;80878			-1;-1
Q62622	Q62622	1	1	1	Eukaryotic translation initiation factor 4E-binding protein 1	Eif4ebp1	sp|Q62622|4EBP1_RAT Eukaryotic translation initiation factor 4E-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Eif4ebp1 PE=1 SV=3	1	1	1	1	1	1	1	1	1	1	11.1	11.1	11.1	12.404	117	117	1	2								0	2.8583	By MS/MS	By MS/MS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1	11.1	2065800000	982460000	1083400000	2				1520	9900	True	10253	51794;51795	54249;54250	54250			-1
